delivery_id,delivery_status,order_id,delivery_time,rider_id
203,Delayed,203,06:00:34,18
204,Delayed,204,10:07:33,10
205,Returned,205,05:29:24,42
206,Returned,206,23:40:38,4
207,Returned,207,05:05:45,49
208,Returned,208,11:12:54,20
209,Delayed,209,10:45:20,8
210,Delivered,210,23:29:06,20
211,Delayed,211,13:08:45,30
212,Returned,212,05:32:53,26
213,Delivered,213,12:17:37,36
214,Delivered,214,18:25:53,19
215,Returned,215,10:38:56,34
216,Delayed,216,23:20:41,23
217,Returned,217,03:04:13,33
218,Returned,218,22:50:46,9
219,Returned,219,14:43:42,48
220,Returned,220,18:17:52,18
221,Returned,221,15:11:30,41
222,Returned,222,13:33:49,31
223,Returned,223,04:44:07,12
224,Delayed,224,03:21:48,42
225,Delivered,225,20:23:28,9
226,Delayed,226,21:39:05,40
227,Delayed,227,01:45:57,3
228,Delayed,228,22:43:33,48
229,Delayed,229,01:11:23,33
230,Delayed,230,15:49:21,40
231,Returned,231,19:55:29,5
232,Delayed,232,12:09:54,17
233,Delayed,233,23:46:30,47
234,Returned,234,05:52:27,40
235,Returned,235,14:31:39,2
236,Returned,236,22:27:37,39
237,Delivered,237,19:14:29,47
238,Delivered,238,21:37:56,12
239,Returned,239,23:57:40,25
240,Delayed,240,20:34:23,4
241,Returned,241,11:05:06,36
242,Delayed,242,23:03:09,10
243,Delayed,243,01:31:34,45
244,Delivered,244,17:53:30,18
245,Delivered,245,22:53:13,14
246,Delivered,246,14:02:23,11
247,Delivered,247,17:03:09,12
248,Delayed,248,05:44:27,42
249,Delayed,249,20:24:49,45
250,Delayed,250,03:09:13,9
251,Returned,251,04:17:14,17
252,Delayed,252,04:44:28,31
253,Delayed,253,21:28:56,28
254,Delivered,254,21:14:13,45
255,Delayed,255,17:39:54,23
256,Returned,256,13:59:32,17
257,Delayed,257,18:11:47,24
258,Delivered,258,04:02:54,30
259,Returned,259,08:27:21,26
260,Delayed,260,16:25:04,5
261,Delayed,261,03:59:47,10
262,Delivered,262,13:14:26,6
263,Delivered,263,03:05:18,44
264,Delivered,264,10:57:45,29
265,Delivered,265,02:14:59,21
266,Delivered,266,23:22:15,3
267,Delivered,267,22:05:16,16
268,Delayed,268,18:41:15,26
269,Delivered,269,02:38:02,18
270,Delayed,270,13:52:05,23
271,Delayed,271,14:52:16,32
272,Delivered,272,02:21:49,19
273,Delivered,273,12:23:32,17
274,Returned,274,15:09:57,47
275,Delivered,275,07:12:28,4
276,Returned,276,16:15:16,32
277,Delivered,277,01:00:58,49
278,Delivered,278,04:19:37,30
279,Delayed,279,04:23:47,40
280,Delivered,280,11:11:12,36
281,Returned,281,11:55:00,16
282,Delayed,282,11:44:19,14
283,Returned,283,21:31:03,44
284,Returned,284,19:28:17,11
285,Delivered,285,03:43:21,17
286,Delayed,286,01:15:55,26
287,Delayed,287,21:40:44,19
288,Delivered,288,07:53:27,40
289,Delayed,289,02:57:18,9
290,Delayed,290,15:13:49,48
291,Delivered,291,10:34:28,39
292,Delayed,292,14:19:50,2
293,Delivered,293,14:56:06,27
294,Returned,294,21:33:30,27
295,Delayed,295,07:20:30,30
296,Returned,296,02:03:26,21
297,Delivered,297,22:59:50,44
298,Delivered,298,11:54:00,49
299,Delivered,299,02:42:50,6
300,Delivered,300,19:03:46,24
301,Returned,301,22:32:38,14
302,Returned,302,03:53:43,2
303,Delivered,303,12:07:16,49
304,Delayed,304,04:11:25,38
305,Delayed,305,23:24:29,48
306,Returned,306,20:22:18,39
307,Delayed,307,21:18:19,40
308,Delayed,308,16:19:44,6
309,Returned,309,20:56:16,16
310,Delivered,310,19:50:58,25
311,Returned,311,05:47:48,9
312,Delayed,312,22:38:19,28
313,Delayed,313,15:11:50,33
314,Delayed,314,15:03:50,46
315,Delayed,315,20:33:36,10
316,Delayed,316,11:08:42,29
317,Delivered,317,09:48:54,34
318,Returned,318,18:50:39,2
319,Delayed,319,01:39:16,36
320,Returned,320,04:41:35,15
321,Delayed,321,21:05:39,3
322,Delivered,322,02:18:17,38
323,Delayed,323,03:02:05,31
324,Delivered,324,05:26:42,3
325,Returned,325,19:44:34,13
326,Delivered,326,16:43:00,27
327,Delivered,327,01:21:06,41
328,Returned,328,10:29:06,17
329,Returned,329,08:40:20,6
330,Delayed,330,10:09:56,30
331,Delivered,331,13:27:14,26
332,Delayed,332,19:52:57,8
333,Returned,333,05:23:01,38
334,Delayed,334,06:38:51,47
335,Delayed,335,02:30:41,4
336,Delivered,336,14:13:57,22
337,Delayed,337,03:09:29,4
338,Returned,338,04:57:00,36
339,Returned,339,15:45:01,31
340,Delayed,340,11:31:50,3
341,Delayed,341,06:31:34,41
342,Returned,342,03:13:18,28
343,Delivered,343,07:42:25,29
344,Returned,344,15:51:46,23
345,Delivered,345,00:38:51,31
346,Returned,346,07:46:53,21
347,Delivered,347,19:30:07,44
348,Delivered,348,16:51:35,42
349,Delayed,349,14:22:29,23
350,Delivered,350,10:53:03,45
351,Delayed,351,06:08:17,22
352,Delayed,352,20:38:46,35
353,Delivered,353,04:35:03,29
354,Returned,354,08:38:53,37
355,Delayed,355,08:48:00,44
356,Delayed,356,12:54:45,21
357,Delivered,357,11:54:18,33
358,Delayed,358,03:38:37,9
359,Delayed,359,18:35:02,47
360,Delayed,360,22:58:51,10
361,Delivered,361,18:38:33,28
362,Delivered,362,16:01:22,26
363,Returned,363,23:32:58,39
364,Delayed,364,19:42:10,31
365,Returned,365,10:26:00,46
366,Delayed,366,14:00:06,17
367,Delayed,367,10:29:07,11
368,Delivered,368,18:32:03,42
369,Returned,369,13:41:19,43
370,Delayed,370,02:41:54,26
371,Returned,371,15:42:37,33
372,Delayed,372,11:32:33,22
373,Delayed,373,14:56:27,50
374,Returned,374,13:16:37,3
375,Returned,375,12:09:22,34
376,Returned,376,19:29:38,36
377,Delivered,377,07:24:59,31
378,Returned,378,20:55:05,22
379,Returned,379,11:47:35,6
380,Delayed,380,06:05:28,43
381,Delivered,381,17:45:43,1
382,Delayed,382,18:57:43,37
383,Delayed,383,14:33:24,48
384,Delayed,384,01:37:40,50
385,Delivered,385,03:45:41,3
386,Delayed,386,09:27:59,11
387,Returned,387,11:42:24,11
388,Returned,388,08:15:44,29
389,Delayed,389,21:29:16,14
390,Delayed,390,12:44:45,37
391,Delayed,391,15:42:49,6
392,Delivered,392,12:44:12,30
393,Delivered,393,02:01:42,12
394,Delivered,394,15:46:11,26
395,Delivered,395,17:23:44,18
396,Delivered,396,18:47:28,38
397,Returned,397,20:59:33,30
398,Delivered,398,17:20:23,13
399,Returned,399,05:16:22,41
400,Returned,400,16:25:45,38
401,Delayed,401,19:39:46,50
402,Returned,402,11:48:50,29
403,Returned,403,21:20:03,22
404,Delivered,404,07:34:09,11
405,Delivered,405,02:12:22,11
406,Delayed,406,01:56:22,27
407,Delayed,407,20:04:26,18
408,Returned,408,03:58:37,46
409,Returned,409,02:23:25,30
410,Returned,410,10:03:53,19
411,Returned,411,13:02:11,20
412,Delivered,412,14:30:43,31
413,Delivered,413,14:10:26,39
414,Delayed,414,17:54:19,31
415,Delayed,415,05:17:09,29
416,Returned,416,07:03:53,41
417,Delivered,417,08:45:49,4
418,Returned,418,22:41:46,32
419,Delayed,419,06:50:19,30
420,Delayed,420,23:31:26,1
421,Delayed,421,06:55:21,12
422,Returned,422,06:16:26,23
423,Delayed,423,04:26:02,20
424,Delivered,424,05:44:11,27
425,Delayed,425,01:48:02,26
426,Returned,426,12:09:20,22
427,Returned,427,21:19:44,23
428,Delivered,428,13:29:31,28
429,Delivered,429,17:33:34,47
430,Delayed,430,15:01:06,26
431,Delayed,431,20:40:47,9
432,Delivered,432,15:14:43,17
433,Delayed,433,10:06:49,7
434,Delayed,434,04:13:35,8
435,Returned,435,03:49:41,48
436,Delayed,436,14:49:43,25
437,Delayed,437,09:03:20,5
438,Delayed,438,20:53:34,45
439,Delayed,439,14:41:40,41
440,Delivered,440,13:49:51,20
441,Returned,441,11:00:39,49
442,Delayed,442,13:01:27,21
443,Delayed,443,21:56:34,32
444,Delivered,444,18:33:34,36
445,Delayed,445,23:24:13,41
446,Delivered,446,23:10:03,18
447,Delivered,447,15:53:22,50
448,Delayed,448,02:45:48,28
449,Delivered,449,07:59:31,22
450,Delivered,450,14:52:48,3
451,Delivered,451,20:53:32,29
452,Delivered,452,09:46:05,4
453,Delivered,453,21:41:44,20
454,Returned,454,11:47:39,24
455,Delayed,455,09:25:26,37
456,Delayed,456,23:19:58,17
457,Returned,457,19:01:23,35
458,Returned,458,13:08:50,19
459,Returned,459,22:03:10,29
460,Returned,460,04:48:33,12
461,Delivered,461,16:56:48,15
462,Delivered,462,13:57:52,50
463,Delayed,463,06:12:17,38
464,Returned,464,12:36:19,50
465,Delayed,465,05:50:04,15
466,Delivered,466,10:47:35,8
467,Returned,467,23:43:22,42
468,Delayed,468,15:34:39,43
469,Delayed,469,12:24:11,13
470,Delivered,470,13:25:42,44
471,Delayed,471,22:28:29,28
472,Delivered,472,10:13:12,15
473,Delayed,473,14:13:02,50
474,Delayed,474,20:03:33,3
475,Returned,475,20:26:10,35
476,Delayed,476,04:28:49,8
477,Delivered,477,01:30:23,39
478,Returned,478,18:55:36,41
479,Delivered,479,11:31:10,37
480,Returned,480,03:32:49,48
481,Delivered,481,03:24:47,28
482,Delayed,482,18:41:00,10
483,Returned,483,10:53:03,20
484,Delayed,484,13:22:18,13
485,Delayed,485,08:27:09,34
486,Delayed,486,17:27:20,48
487,Delayed,487,23:35:33,45
488,Delivered,488,15:38:47,30
489,Delayed,489,21:09:49,45
490,Returned,490,03:34:12,45
491,Delayed,491,23:28:11,3
492,Delayed,492,11:10:23,26
493,Returned,493,17:59:54,16
494,Delayed,494,13:16:40,38
495,Delivered,495,18:05:10,43
496,Returned,496,05:31:29,11
497,Delivered,497,21:24:41,22
498,Delivered,498,12:29:22,10
499,Delivered,499,21:39:17,44
500,Delivered,500,19:14:52,20
501,Delayed,501,16:16:05,31
502,Delivered,502,18:06:53,32
503,Returned,503,02:25:50,33
504,Delayed,504,21:04:31,49
505,Delivered,505,20:47:16,25
506,Returned,506,16:30:10,50
507,Delayed,507,12:25:16,8
508,Delayed,508,10:06:27,4
509,Delivered,509,08:47:53,9
510,Delayed,510,02:47:49,24
511,Delivered,511,07:02:13,32
512,Delivered,512,14:21:21,50
513,Delayed,513,23:15:33,45
514,Delivered,514,14:30:08,38
515,Delivered,515,22:45:37,31
516,Delivered,516,14:46:38,49
517,Delayed,517,13:51:05,48
518,Delayed,518,06:35:59,47
519,Returned,519,05:04:49,34
520,Delivered,520,06:18:42,14
521,Delivered,521,13:44:07,21
522,Returned,522,14:33:27,13
523,Delayed,523,05:25:12,43
524,Delayed,524,20:48:20,5
525,Delayed,525,06:31:13,35
526,Returned,526,11:26:19,20
527,Delayed,527,23:09:52,6
528,Delivered,528,20:22:22,33
529,Returned,529,06:40:31,13
530,Returned,530,09:41:33,25
531,Delivered,531,13:52:38,5
532,Returned,532,12:26:50,26
533,Delivered,533,09:27:34,7
534,Returned,534,18:38:51,47
535,Returned,535,14:25:17,27
536,Delayed,536,06:33:30,41
537,Returned,537,02:49:02,8
538,Delayed,538,08:37:58,29
539,Delayed,539,10:31:40,1
540,Delivered,540,15:31:07,2
541,Delayed,541,08:42:23,44
542,Delayed,542,17:09:13,16
543,Returned,543,11:48:17,14
544,Returned,544,13:33:50,16
545,Returned,545,20:34:56,30
546,Returned,546,19:05:28,47
547,Returned,547,11:49:19,32
548,Delayed,548,15:08:03,1
549,Delivered,549,06:11:50,50
550,Delivered,550,09:36:35,23
551,Returned,551,14:05:05,48
552,Returned,552,11:41:39,6
553,Delivered,553,12:38:38,49
554,Delivered,554,01:44:49,25
555,Returned,555,05:47:06,43
556,Delayed,556,16:36:27,40
557,Delayed,557,12:42:57,26
558,Returned,558,14:31:50,44
559,Returned,559,15:57:57,19
560,Returned,560,20:40:54,30
561,Delayed,561,10:26:11,38
562,Delayed,562,10:47:18,44
563,Delivered,563,13:49:19,36
564,Returned,564,21:32:12,45
565,Delivered,565,14:24:10,3
566,Delayed,566,05:49:00,7
567,Returned,567,07:38:42,46
568,Returned,568,00:27:52,22
569,Returned,569,14:25:33,37
570,Delayed,570,20:51:58,36
571,Delayed,571,22:31:57,44
572,Delayed,572,03:18:27,6
573,Returned,573,18:38:08,20
574,Delayed,574,02:14:36,22
575,Delivered,575,08:11:28,2
576,Returned,576,17:35:01,15
577,Delivered,577,16:35:50,32
578,Delayed,578,17:14:55,14
579,Returned,579,12:57:51,10
580,Returned,580,04:53:18,45
581,Returned,581,23:22:46,46
582,Returned,582,18:51:38,33
583,Returned,583,02:14:06,9
584,Delayed,584,08:50:34,48
585,Delayed,585,13:36:26,17
586,Delayed,586,06:07:15,22
587,Delayed,587,21:46:04,26
588,Delivered,588,09:22:47,41
589,Delayed,589,04:31:10,9
590,Delayed,590,14:00:45,44
591,Delayed,591,18:58:51,13
592,Delayed,592,08:15:42,25
593,Delivered,593,11:40:26,48
594,Delayed,594,21:27:32,29
595,Delayed,595,13:46:38,10
596,Returned,596,12:22:14,8
597,Returned,597,08:34:46,4
598,Delayed,598,14:05:18,33
599,Delayed,599,18:33:47,17
600,Returned,600,18:06:42,5
601,Returned,601,23:41:19,6
602,Delivered,602,08:44:32,39
603,Delivered,603,06:03:35,13
604,Delayed,604,05:28:43,9
605,Returned,605,05:15:11,35
606,Returned,606,01:53:59,22
607,Returned,607,21:53:16,26
608,Delayed,608,03:06:26,15
609,Delivered,609,16:35:10,41
610,Delivered,610,03:09:59,36
611,Delayed,611,06:53:09,6
612,Delayed,612,16:26:25,34
613,Delivered,613,04:14:17,11
614,Delayed,614,20:00:10,19
615,Delayed,615,16:26:30,10
616,Delayed,616,11:33:30,18
617,Delivered,617,02:17:40,16
618,Delivered,618,02:01:23,40
619,Delivered,619,09:01:01,14
620,Delivered,620,19:46:28,28
621,Returned,621,03:20:14,6
622,Returned,622,09:40:28,23
623,Delayed,623,01:42:38,28
624,Delivered,624,17:58:19,49
625,Returned,625,08:21:53,37
626,Delayed,626,11:42:31,26
627,Delayed,627,02:41:47,17
628,Delayed,628,23:49:21,10
629,Delayed,629,18:25:54,40
630,Delivered,630,14:38:01,31
631,Delayed,631,02:07:18,10
632,Delivered,632,16:43:37,3
633,Delivered,633,10:03:30,21
634,Delayed,634,03:26:05,42
635,Delivered,635,18:08:29,47
636,Delayed,636,17:08:32,31
637,Delayed,637,07:41:49,6
638,Delayed,638,02:41:56,27
639,Delayed,639,15:41:24,34
640,Returned,640,02:23:47,15
641,Delayed,641,11:45:57,2
642,Delayed,642,01:27:44,50
643,Delayed,643,18:01:58,49
644,Returned,644,02:35:33,26
645,Delivered,645,21:56:33,40
646,Delayed,646,15:23:30,20
647,Delivered,647,18:26:48,1
648,Returned,648,04:56:29,46
649,Delayed,649,05:46:21,20
650,Delayed,650,09:24:35,14
651,Delivered,651,05:58:49,43
652,Delayed,652,18:18:48,50
653,Delayed,653,15:13:29,26
654,Delayed,654,08:41:00,40
655,Returned,655,12:32:02,26
656,Delivered,656,15:30:40,5
657,Delayed,657,06:54:05,11
658,Delivered,658,16:36:48,40
659,Returned,659,07:26:53,21
660,Delayed,660,16:11:40,18
661,Delayed,661,22:16:33,49
662,Delivered,662,11:22:01,35
663,Returned,663,04:32:57,19
664,Delayed,664,22:46:24,2
665,Delayed,665,05:18:58,30
666,Delayed,666,18:32:11,30
667,Delayed,667,08:18:52,45
668,Delivered,668,20:09:37,46
669,Delivered,669,22:51:51,41
670,Delayed,670,12:46:05,36
671,Delivered,671,10:23:54,11
672,Returned,672,16:44:52,25
673,Delayed,673,15:55:40,43
674,Delayed,674,08:31:59,27
675,Delayed,675,18:12:52,23
676,Delivered,676,10:33:55,18
677,Delivered,677,07:38:55,38
678,Delivered,678,20:34:19,19
679,Delivered,679,11:54:26,43
680,Returned,680,14:31:33,3
681,Returned,681,18:31:46,44
682,Returned,682,13:50:58,33
683,Delivered,683,01:03:53,6
684,Delivered,684,02:00:41,19
685,Delayed,685,21:25:48,44
686,Delayed,686,07:42:11,21
687,Delayed,687,07:08:53,5
688,Delivered,688,05:48:19,31
689,Delayed,689,02:22:55,30
690,Returned,690,05:45:00,32
691,Delayed,691,22:46:05,16
692,Delayed,692,07:59:55,15
693,Delayed,693,11:44:19,3
694,Returned,694,08:53:25,28
695,Returned,695,15:40:16,30
696,Returned,696,15:39:22,9
697,Delivered,697,10:07:54,44
698,Delivered,698,10:59:42,36
699,Delivered,699,10:12:33,15
700,Delayed,700,15:55:30,30
701,Returned,701,08:22:57,9
702,Returned,702,14:43:42,4
703,Returned,703,13:53:36,45
704,Delayed,704,16:54:28,10
705,Delayed,705,17:34:25,47
706,Delayed,706,07:00:34,43
707,Delayed,707,08:58:40,38
708,Delayed,708,18:56:01,26
709,Returned,709,06:05:53,1
710,Returned,710,18:14:14,30
711,Delayed,711,14:34:47,34
712,Delivered,712,17:00:36,10
713,Delayed,713,17:59:39,35
714,Returned,714,20:57:22,35
715,Delayed,715,15:48:45,46
716,Returned,716,00:16:27,8
717,Delivered,717,14:53:29,37
718,Delayed,718,10:40:50,32
719,Delayed,719,03:38:16,25
720,Returned,720,11:52:29,18
721,Delivered,721,05:33:41,19
722,Delayed,722,13:31:55,24
723,Delayed,723,21:57:20,19
724,Delayed,724,05:24:14,26
725,Returned,725,11:01:42,11
726,Returned,726,00:24:21,45
727,Returned,727,17:56:01,40
728,Returned,728,03:32:51,48
729,Delayed,729,18:29:27,8
730,Delayed,730,01:59:32,50
731,Returned,731,23:32:45,34
732,Delayed,732,16:43:58,28
733,Returned,733,22:09:11,30
734,Delayed,734,07:03:34,23
735,Delayed,735,14:12:25,21
736,Delivered,736,22:51:14,28
737,Delayed,737,08:55:01,7
738,Delayed,738,22:59:24,48
739,Delayed,739,18:47:21,20
740,Delayed,740,15:31:00,47
741,Delayed,741,03:37:22,14
742,Delivered,742,21:53:18,45
743,Delayed,743,22:00:49,2
744,Delayed,744,01:29:38,24
745,Delayed,745,22:08:17,43
746,Returned,746,09:47:42,6
747,Returned,747,07:14:53,35
748,Delayed,748,06:19:14,12
749,Delayed,749,08:44:30,8
750,Delivered,750,04:06:39,28
751,Delayed,751,09:20:46,7
752,Delivered,752,01:01:17,47
753,Delayed,753,06:18:30,33
754,Delayed,754,00:04:32,27
755,Delayed,755,23:24:55,28
756,Returned,756,19:12:31,24
757,Returned,757,22:42:57,50
758,Delivered,758,03:32:39,14
759,Delayed,759,15:08:56,18
760,Delivered,760,14:30:28,12
761,Delivered,761,02:15:25,8
762,Delayed,762,05:36:56,28
763,Delivered,763,05:13:00,43
764,Delivered,764,12:33:07,21
765,Delivered,765,04:23:09,20
766,Delayed,766,03:25:53,41
767,Delayed,767,15:22:18,5
768,Returned,768,13:30:32,7
769,Delayed,769,02:46:20,45
770,Delivered,770,03:32:55,35
771,Delayed,771,14:15:36,4
772,Delayed,772,10:50:24,34
773,Returned,773,15:43:20,12
774,Returned,774,20:13:07,1
775,Delivered,775,09:40:29,32
776,Delayed,776,06:24:13,24
777,Returned,777,22:44:12,50
778,Delivered,778,07:19:54,49
779,Delivered,779,21:11:31,21
780,Delayed,780,17:16:12,15
781,Delivered,781,13:15:53,1
782,Delayed,782,03:47:23,28
783,Delayed,783,23:23:36,33
784,Delayed,784,11:00:06,6
785,Delivered,785,15:36:22,47
786,Delivered,786,17:48:35,10
787,Delayed,787,19:22:51,50
788,Returned,788,10:39:27,37
789,Delivered,789,13:58:55,15
790,Delayed,790,14:41:52,8
791,Delayed,791,02:26:21,46
792,Delivered,792,20:48:37,6
793,Delivered,793,12:36:45,1
794,Delayed,794,19:59:31,47
795,Delayed,795,16:15:42,12
796,Delayed,796,18:43:10,17
797,Delivered,797,21:32:42,31
798,Returned,798,20:27:22,5
799,Delivered,799,20:24:08,12
800,Delayed,800,04:45:30,23
801,Returned,801,11:13:42,26
802,Delivered,802,20:51:33,22
803,Delivered,803,22:18:41,16
804,Delivered,804,00:29:09,49
805,Returned,805,06:25:31,22
806,Delivered,806,19:35:13,9
807,Returned,807,18:56:30,19
808,Delivered,808,19:01:11,35
809,Delayed,809,18:58:03,29
810,Delivered,810,20:25:22,28
811,Delivered,811,09:17:45,50
812,Returned,812,22:00:12,40
813,Delayed,813,17:23:43,6
814,Delivered,814,21:53:09,33
815,Returned,815,21:32:51,43
816,Returned,816,17:32:06,47
817,Delivered,817,13:32:47,31
818,Delayed,818,09:51:44,13
819,Delivered,819,15:28:22,25
820,Delayed,820,02:14:56,28
821,Delayed,821,10:17:04,1
822,Delayed,822,03:09:43,38
823,Delivered,823,18:03:25,48
824,Delayed,824,17:35:18,3
825,Delayed,825,01:44:03,14
826,Delayed,826,05:31:26,37
827,Returned,827,19:38:00,15
828,Delivered,828,20:40:26,17
829,Returned,829,18:24:54,46
830,Delayed,830,04:43:40,5
831,Returned,831,12:22:25,5
832,Returned,832,07:13:37,41
833,Delivered,833,15:57:42,28
834,Delayed,834,08:52:20,41
